id,replyCount,likeCount,publishedAt,authorName,text,isReply,isReplyTo,isReplyToName
Ugy2yDlyCdYnLCyrqep4AaABAg,1,0,"2024-10-13 01:13:03",@putrisakilaananda,"Bang saya izin nanya no adek saya kan keluar tapi ini malah aktif nya ke I-Phone adek saya nggak ada I-Phone itu dihack ya",0,,
Ugy2yDlyCdYnLCyrqep4AaABAg.A9WQ34srFO7A9WoT14_Eh7,,0,"2024-10-13 04:55:02",@makinVIRAL,"Maksudnya gimana ya ??",1,Ugy2yDlyCdYnLCyrqep4AaABAg,@putrisakilaananda
Ugz55myIIwH8neSYUCN4AaABAg,0,0,"2024-09-18 11:24:30",@HazSolo1,"Kalau sudah diganti emailnya gimana ya ka?",0,,
UgwD4BHVH9td6fuNbXh4AaABAg,1,2,"2024-09-18 07:32:31",@JamaludinJamaludin-tb2rq,"Kalau gak dapat kode tapi keluar merek HP hacker gimana?",0,,
UgwD4BHVH9td6fuNbXh4AaABAg.A8WibWJy8x-A9Hi3NE1z13,,0,"2024-10-07 08:10:30",@heruabdurrahman3001,"donlwod akun bisnis bang truss login di akun bisnis juga dan itukan pasti masuk di apk wa bisnis dan situ abng bisa ambil wa abng itu baru pi dahin ke wa asli kalo dah berhsil",1,UgwD4BHVH9td6fuNbXh4AaABAg,@JamaludinJamaludin-tb2rq
Ugzr4fFntF06kyiCjCp4AaABAg,0,0,"2024-09-16 10:57:36",@咖灰JR,"Aku baru daftar nomor wa sudah di curi orang bang oleh modus penipuan😢",0,,
UgwP4daA-T1RWC013d14AaABAg,1,0,"2024-09-15 23:41:25",@call_me_-ngii,"Mama ku ngalamin bang dia dapet kode 6digit tapi nolak sebanyakk 2 kali habis itu kehack",0,,
UgwP4daA-T1RWC013d14AaABAg.A8Qj6NOy8dyAL-jRs-vxi-,,0,"2025-07-25 14:52:59",@ekanurrahmadani7467,"Samaaa bang",1,UgwP4daA-T1RWC013d14AaABAg,@call_me_-ngii
UgxuLA_Fl9v7DXVf2Zp4AaABAg,2,0,"2024-09-13 18:44:06",@SalsaBila-rb2nu,"Tdi punya saya ke hack bang tpi bisa di buka lagi wa nyh.klw di pake lagh no wa nyh bahaya ga",0,,
UgxuLA_Fl9v7DXVf2Zp4AaABAg.A8L2V1uwgB2A8LeAlgtuyM,,1,"2024-09-14 00:22:08",@makinVIRAL,"Aman.... aktif verifikasi dua langkah",1,UgxuLA_Fl9v7DXVf2Zp4AaABAg,@SalsaBila-rb2nu
